metric_id,timestamp,cloud_provider,service,environment,region_cloud,requests_count,latence_p95_ms,latence_p99_ms,error_rate_pct,uptime_pct,cpu_pct,ram_pct,cout_compute_usd,cout_storage_usd,cout_network_usd,nb_incidents,mttr_minutes,sla_respecte,mode_traitement,cout_total_usd
FIN-01720,2026-03-31 20:15,AWS,Auth Service,prod,francecentral,33290.0,354.2,304.0,3.484,97.5561,41.83,70.63,95.45,34.43,36.87,1,9.6,False,synchrone,166.75
FIN-01721,2026-02-06 20:45,AWS,Auth Service,dev,eu-central-1,23952.0,33.5,517.3,8.35,97.0418,67.33,21.74,80.28,14.35,18.22,0,9.3,False,asynchrone,112.85
FIN-01722,2026-06-11 11:15,AWS,Reconciliation Job,prod,eu-west-1,65032.0,121.7,743.3,0.292,96.8426,67.7,76.16,175.96,25.4,10.31,0,26.1,False,streaming,211.67000000000002
FIN-01723,2026-04-19 19:00,Private Cloud,API Payment,dev,eu-west-1,57616.0,221.4,280.6,0.629,99.1956,32.36,88.28,65.55,29.57,8.09,1,87.9,False,synchrone,103.21000000000001
FIN-01724,2026-06-10 15:00,GCP,Notification Worker,staging,eu-central-1,87217.0,263.2,319.0,1.816,97.0773,18.27,31.09,123.68,43.6,17.11,0,11.8,False,synchrone,184.39
FIN-01725,2026-03-25 12:45,AWS,Notification Worker,prod,eu-west-1,17641.0,320.7,71.5,0.57,99.0901,39.97,37.48,193.22,29.46,7.08,0,70.7,False,batch,229.76000000000002
FIN-01726,2026-03-13 22:30,Azure,Risk Engine,dev,francecentral,49809.0,57.8,762.3,0.775,99.3115,40.54,64.96,87.77,12.13,4.7,0,15.9,False,asynchrone,104.6
FIN-01727,2026-01-18 12:45,Azure,Kafka Events,dev,eu-west-1,26601.0,202.4,1483.3,6.889,99.6748,27.59,27.72,71.8,23.84,3.54,0,19.1,False,batch,99.18
FIN-01728,2026-06-26 17:15,Private Cloud,Ledger Service,prod,westeurope,3192.0,73.1,436.5,3.36,99.6595,75.2,72.38,163.0,33.6,17.91,0,5.0,False,asynchrone,214.51
FIN-01729,2026-01-17 21:45,Private Cloud,Ledger Service,prod,francecentral,63684.0,228.4,268.0,2.837,98.9824,14.45,41.97,34.02,22.02,17.98,0,14.3,False,asynchrone,74.02000000000001
FIN-01730,2026-03-27 13:00,GCP,Auth Service,prod,francecentral,81083.0,109.8,63.2,0.484,99.9629,67.65,56.86,57.1,18.71,14.13,1,24.2,True,asynchrone,89.94
FIN-01731,2026-03-30 17:15,GCP,Kafka Events,dev,westeurope,75708.0,638.7,920.6,1.524,96.8794,88.18,54.1,66.94,37.58,17.85,1,81.3,False,asynchrone,122.37
FIN-01732,2026-01-28 14:00,GCP,Kafka Events,dev,westeurope,65012.0,163.2,395.8,1.09,99.5485,66.5,51.38,176.79,38.08,27.57,0,36.8,True,synchrone,242.44
FIN-01733,2026-05-28 07:00,Azure,Ledger Service,prod,francecentral,45895.0,182.0,688.5,4.613,98.1956,57.92,93.0,153.79,15.33,3.95,1,13.7,False,asynchrone,173.07
FIN-01734,2026-04-01 10:00,AWS,Kafka Events,prod,francecentral,32964.0,214.5,264.4,9.044,98.3895,48.39,32.53,138.91,53.26,25.71,0,27.3,False,asynchrone,217.88
FIN-01735,2026-06-01 14:30,Azure,Risk Engine,prod,eu-central-1,58191.0,207.5,192.1,1.374,98.7923,80.61,72.93,94.42,27.46,17.35,1,60.8,False,batch,139.23
FIN-01736,2026-01-24 08:00,Private Cloud,Auth Service,dev,eu-west-1,42250.0,310.4,803.2,4.026,97.9425,47.2,16.69,154.95,38.71,14.39,0,9.9,False,batch,208.05
FIN-01737,2026-02-05 21:00,AWS,Ledger Service,dev,francecentral,69779.0,258.0,497.4,0.018,98.0158,69.95,85.48,50.04,16.05,6.26,0,20.3,False,streaming,72.35000000000001
FIN-01738,2026-03-15 07:15,AWS,Notification Worker,staging,eu-central-1,64659.0,246.7,327.0,4.336,98.6982,17.87,75.17,70.6,21.07,6.28,0,4.5,False,batch,97.94999999999999
FIN-01739,2026-03-16 15:15,AWS,Kafka Events,dev,francecentral,48651.0,280.9,482.7,0.336,98.1903,23.73,84.69,70.66,18.53,21.56,0,20.2,False,asynchrone,110.75
FIN-01740,2026-01-27 11:15,Azure,Ledger Service,dev,eu-central-1,62798.0,300.6,142.5,3.593,97.4599,31.71,83.5,91.13,64.91,25.59,0,12.7,False,streaming,181.63
FIN-01741,2026-03-09 18:30,Private Cloud,Notification Worker,prod,eu-central-1,71148.0,183.7,297.3,9.109,97.4697,58.75,87.43,165.97,31.17,2.41,1,79.4,False,asynchrone,199.54999999999998
FIN-01742,2026-01-20 07:15,Azure,Auth Service,prod,francecentral,77050.0,92.8,85.0,3.908,97.1407,76.04,80.5,128.94,17.69,3.53,1,56.9,False,asynchrone,150.16
FIN-01743,2026-01-22 13:15,AWS,Risk Engine,prod,francecentral,39700.0,172.9,316.4,6.071,99.5642,92.04,65.93,83.27,26.24,6.7,0,21.3,False,streaming,116.21
FIN-01744,2026-01-29 09:00,AWS,Kafka Events,prod,francecentral,58826.0,168.9,234.2,2.487,97.7765,44.85,87.69,83.64,41.16,16.4,0,61.0,False,asynchrone,141.2
FIN-01745,2026-05-05 12:30,Azure,Kafka Events,dev,eu-central-1,82623.0,140.7,384.4,4.134,98.4537,23.2,58.34,101.33,28.26,8.04,0,4.5,False,asynchrone,137.63
FIN-01746,2026-03-13 21:00,AWS,Auth Service,dev,westeurope,38590.0,380.2,182.2,2.508,97.4311,18.91,35.88,73.46,61.22,4.76,1,30.8,False,streaming,139.44
FIN-01747,2026-01-14 21:30,AWS,Auth Service,staging,eu-central-1,78855.0,140.1,481.2,1.069,96.8682,13.55,78.58,119.05,40.78,13.41,0,37.6,False,synchrone,173.23999999999998
FIN-01748,2026-01-02 21:00,GCP,Notification Worker,dev,eu-west-1,8533.0,268.1,211.7,0.797,98.0179,47.02,59.96,78.89,9.92,3.11,1,15.3,False,streaming,91.92
FIN-01749,2026-01-11 09:45,Azure,Auth Service,prod,westeurope,1299.0,436.1,342.3,0.358,97.5765,21.15,56.73,41.51,18.99,13.67,1,4.5,False,synchrone,74.17
FIN-01750,2026-03-05 09:00,Private Cloud,Kafka Events,dev,westeurope,7318.0,442.8,315.1,0.622,98.1638,49.6,76.06,64.44,29.49,11.69,0,14.2,False,batch,105.61999999999999
FIN-01751,2026-04-26 08:45,Azure,Ledger Service,prod,eu-central-1,59924.0,153.2,209.6,1.265,97.3739,14.05,43.62,163.11,21.89,9.77,0,41.0,False,asynchrone,194.77
FIN-01752,2026-03-15 15:00,Private Cloud,Reconciliation Job,staging,eu-central-1,42633.0,274.7,295.6,4.126,96.8328,47.1,86.33,94.6,25.44,13.59,0,78.4,False,asynchrone,133.63
FIN-01753,2026-04-08 17:00,Private Cloud,Reconciliation Job,dev,francecentral,55222.0,124.5,49.7,1.681,99.3705,92.26,81.91,151.57,21.5,16.2,1,59.6,False,batch,189.26999999999998
FIN-01754,2026-03-19 17:45,AWS,Risk Engine,dev,francecentral,10535.0,533.8,491.4,2.115,98.5077,41.29,48.83,93.08,57.51,32.07,0,25.0,False,synchrone,182.66
FIN-01755,2026-03-08 06:45,AWS,Notification Worker,dev,westeurope,26751.0,338.6,98.4,2.455,99.2487,57.55,87.29,138.95,24.31,6.0,0,1.7,False,asynchrone,169.26
FIN-01756,2026-03-29 07:15,Private Cloud,API Payment,prod,eu-west-1,29646.0,96.6,198.0,0.531,99.3252,85.89,19.0,48.57,18.6,10.58,0,28.9,False,streaming,77.75
FIN-01757,2026-06-09 22:00,Azure,Risk Engine,dev,eu-central-1,48549.0,302.5,510.1,2.292,,32.47,38.37,212.87,18.38,6.8,1,37.3,False,batch,238.05
FIN-01758,2026-05-12 15:15,Azure,Reconciliation Job,staging,eu-central-1,17852.0,114.5,147.8,2.493,98.6001,70.95,79.29,68.16,21.71,7.94,0,14.3,False,synchrone,97.81
FIN-01759,2026-02-13 13:15,AWS,Auth Service,staging,westeurope,18683.0,359.5,208.1,1.484,98.5587,75.4,17.25,81.21,24.15,7.19,1,87.0,False,batch,112.54999999999998
FIN-01760,2026-04-19 07:45,GCP,Auth Service,dev,francecentral,61338.0,73.5,425.3,2.014,,29.16,15.19,163.69,36.36,2.19,1,4.6,False,batch,202.24
FIN-01761,2026-03-24 12:15,AWS,Kafka Events,staging,eu-central-1,64395.0,90.5,612.1,3.398,97.4137,94.95,60.61,80.02,11.53,7.76,1,61.0,False,synchrone,99.31
FIN-01762,2026-01-31 14:00,AWS,Kafka Events,prod,eu-central-1,37496.0,108.9,178.5,0.411,97.9072,52.03,68.03,,21.92,6.16,1,54.9,False,synchrone,105.84
FIN-01763,2026-01-07 07:00,GCP,Reconciliation Job,staging,westeurope,54889.0,116.3,340.7,1.255,96.934,69.67,26.8,151.57,4.94,13.21,0,8.4,False,batch,169.72
FIN-01764,2026-05-30 06:45,Azure,Risk Engine,prod,eu-central-1,76622.0,45.7,633.8,2.564,98.5734,16.81,42.32,70.8,37.82,2.12,0,10.9,False,streaming,110.74000000000001
FIN-01765,2026-02-16 19:15,GCP,Kafka Events,staging,eu-central-1,14301.0,182.0,616.7,1.566,99.9926,87.99,22.7,92.23,14.34,1.05,0,26.9,False,batch,107.62
FIN-01766,2026-06-10 15:00,Azure,API Payment,prod,eu-west-1,7700.0,62.2,249.9,3.82,97.4822,80.72,55.68,127.33,18.74,3.31,0,68.2,False,streaming,149.38
FIN-01767,2026-05-28 12:00,GCP,Kafka Events,staging,eu-west-1,75648.0,223.7,198.4,0.774,98.8415,73.01,39.48,345.67,43.7,10.06,0,39.6,False,asynchrone,399.43
FIN-01768,2026-05-18 18:30,Private Cloud,API Payment,dev,eu-central-1,14586.0,309.3,61.1,2.436,97.0447,61.14,18.35,140.12,14.12,6.64,0,20.5,False,asynchrone,160.88
FIN-01769,2026-02-18 18:00,Private Cloud,Notification Worker,prod,westeurope,72031.0,414.2,491.6,4.791,98.2119,74.23,18.74,125.66,39.37,13.25,0,40.3,False,streaming,178.28
FIN-01770,2026-02-14 11:00,GCP,Reconciliation Job,dev,francecentral,81929.0,756.9,256.0,4.642,97.2668,15.99,37.11,105.68,8.25,12.71,0,40.1,False,streaming,126.64000000000001
FIN-01771,2026-03-24 18:15,AWS,Notification Worker,prod,westeurope,68587.0,603.2,290.5,0.871,98.3535,51.18,79.22,109.3,42.12,8.03,0,14.8,False,asynchrone,159.45
FIN-01772,2026-01-08 20:15,Private Cloud,Auth Service,dev,westeurope,59752.0,295.6,131.8,0.049,97.1188,35.21,49.15,123.58,20.04,11.73,0,62.3,False,batch,155.35
FIN-01773,2026-03-29 17:45,Azure,Auth Service,dev,westeurope,22681.0,267.3,125.4,10.772,99.1592,50.29,51.71,53.24,11.05,1.92,0,8.4,False,synchrone,66.21000000000001
FIN-01774,2026-03-20 15:30,Azure,Auth Service,staging,francecentral,51085.0,141.4,478.3,9.902,98.4413,30.39,68.96,52.48,10.5,7.09,0,24.6,False,asynchrone,70.07
FIN-01775,2026-04-03 17:45,Private Cloud,Ledger Service,dev,francecentral,13035.0,99.6,351.9,3.958,97.8638,71.15,87.19,52.27,16.77,14.61,0,58.8,False,synchrone,83.65
FIN-01776,2026-01-31 19:45,Azure,Auth Service,dev,francecentral,48321.0,113.3,841.3,1.931,98.6494,88.03,74.07,79.3,30.57,8.12,0,31.9,False,streaming,117.99000000000001
FIN-01777,2026-01-15 12:15,Private Cloud,Notification Worker,prod,eu-west-1,37974.0,264.6,219.1,0.222,98.6765,15.52,89.45,113.39,30.97,16.47,0,15.2,False,synchrone,160.83
FIN-01778,2026-05-16 10:30,Private Cloud,Risk Engine,staging,eu-west-1,68544.0,355.9,235.6,0.532,99.0779,48.86,46.87,18.46,26.89,7.53,1,12.4,False,asynchrone,52.88
FIN-01779,2026-03-24 19:15,GCP,Reconciliation Job,staging,westeurope,56064.0,149.0,628.4,2.674,98.6322,45.32,24.42,103.25,31.17,7.6,1,60.4,False,batch,142.02
FIN-01780,2026-04-21 21:15,Azure,Reconciliation Job,dev,eu-west-1,12352.0,326.8,303.5,3.717,99.1074,28.99,66.61,19.71,10.36,2.62,1,19.6,False,streaming,32.69
FIN-01781,2026-05-07 09:00,Azure,Kafka Events,staging,westeurope,74091.0,97.5,171.9,1.466,97.4684,22.65,71.96,149.34,21.87,5.2,0,14.4,False,batch,176.41
FIN-01782,2026-03-03 14:15,AWS,Risk Engine,staging,francecentral,62717.0,133.2,338.0,7.506,99.3398,95.39,17.95,137.86,16.86,13.04,1,53.2,False,batch,167.76000000000002
FIN-01783,2026-01-05 14:00,AWS,Notification Worker,prod,eu-west-1,78781.0,374.0,746.8,5.487,99.9546,65.03,56.92,72.31,26.91,52.36,0,22.1,False,asynchrone,151.57999999999998
FIN-01784,2026-04-12 16:30,AWS,Ledger Service,staging,francecentral,16231.0,293.3,365.5,2.877,97.2234,49.6,21.89,56.99,23.27,15.27,2,67.2,False,batch,95.53
FIN-01785,2026-03-18 18:00,Private Cloud,API Payment,prod,francecentral,41935.0,285.5,447.2,1.482,97.9614,11.81,33.97,119.72,7.83,7.69,1,59.8,False,batch,135.24
FIN-01786,2026-01-03 09:00,Azure,Ledger Service,staging,francecentral,31789.0,244.1,155.9,1.629,98.2425,18.62,29.41,58.47,11.28,5.5,1,28.5,False,synchrone,75.25
FIN-01787,2026-03-30 20:00,Azure,API Payment,staging,westeurope,45649.0,205.3,512.9,7.136,98.0521,79.48,63.27,134.03,35.04,12.66,0,14.3,False,asynchrone,181.73
FIN-01788,2026-01-19 18:30,GCP,Notification Worker,dev,westeurope,17527.0,207.2,523.7,5.391,99.5058,40.65,75.6,59.33,6.72,12.54,0,65.6,False,synchrone,78.59
FIN-01789,2026-05-08 09:00,GCP,Reconciliation Job,staging,francecentral,41953.0,278.1,230.2,0.564,98.774,18.63,55.34,162.79,31.15,3.22,0,21.1,False,synchrone,197.16
FIN-01790,2026-06-01 18:45,Azure,API Payment,dev,francecentral,66839.0,141.8,176.4,2.446,96.9644,68.76,77.46,187.85,18.35,11.72,0,27.7,False,batch,217.92
FIN-01791,2026-01-04 13:45,GCP,API Payment,staging,eu-west-1,61516.0,91.9,556.4,2.382,99.13,78.66,42.7,87.54,58.31,9.21,0,88.4,False,asynchrone,155.06000000000003
FIN-01792,2026-03-10 16:30,GCP,API Payment,dev,eu-central-1,58488.0,194.1,303.6,1.746,98.927,31.36,83.09,189.82,8.49,9.12,0,6.0,False,streaming,207.43
FIN-01793,2026-05-25 13:15,Private Cloud,Ledger Service,staging,eu-west-1,56156.0,595.2,312.1,1.773,97.7434,65.25,79.71,107.74,37.45,19.54,1,43.2,False,streaming,164.73
FIN-01794,2026-05-17 06:15,AWS,API Payment,staging,francecentral,44046.0,211.1,589.7,3.474,97.5807,42.46,20.34,184.92,41.84,25.24,1,27.9,False,synchrone,252.0
FIN-01795,2026-05-11 06:30,AWS,Notification Worker,staging,westeurope,8602.0,102.3,263.3,3.217,99.3646,76.16,76.85,19.18,6.76,16.42,0,75.6,False,batch,42.36
FIN-01796,2026-06-09 22:00,Private Cloud,Reconciliation Job,prod,westeurope,7674.0,281.4,171.9,15.117,97.5679,87.75,31.52,107.64,33.48,5.49,0,24.5,False,streaming,146.61
FIN-01797,2026-06-14 15:15,Private Cloud,API Payment,staging,eu-central-1,70067.0,317.6,660.3,3.343,99.1578,82.57,21.9,44.64,38.48,13.9,2,39.2,False,batch,97.02000000000001
FIN-01798,2026-05-17 21:00,AWS,Reconciliation Job,dev,westeurope,5730.0,130.4,267.5,4.19,99.0129,11.65,73.89,82.94,16.79,5.38,0,6.5,False,streaming,105.10999999999999
FIN-01799,2026-01-09 13:30,Private Cloud,Kafka Events,staging,francecentral,22600.0,260.1,866.9,5.049,97.1891,73.59,40.42,81.32,8.94,16.19,0,45.7,False,asynchrone,106.44999999999999
FIN-01800,2026-05-28 14:15,Private Cloud,Notification Worker,prod,francecentral,75434.0,114.8,146.4,2.22,99.7863,68.1,75.6,92.6,56.67,22.58,0,18.4,False,streaming,171.84999999999997
FIN-01801,2026-02-11 09:00,GCP,Reconciliation Job,staging,eu-central-1,3206.0,142.2,718.2,3.941,98.9358,63.37,49.58,129.03,26.26,3.76,0,45.7,False,asynchrone,159.04999999999998
FIN-01802,2026-06-09 14:45,Azure,Risk Engine,staging,eu-central-1,14272.0,63.3,254.6,1.513,97.7757,44.06,29.82,100.29,32.83,16.71,0,29.9,False,asynchrone,149.83
FIN-01803,2026-02-25 18:00,GCP,Notification Worker,dev,eu-west-1,52134.0,396.3,538.4,6.367,98.9641,53.74,31.03,99.19,40.1,26.33,0,14.3,False,asynchrone,165.62
FIN-01804,2026-04-25 18:45,AWS,Reconciliation Job,dev,eu-central-1,,114.9,578.8,2.622,98.9669,69.08,24.54,97.33,14.67,47.18,0,82.5,False,synchrone,159.18
FIN-01805,2026-01-07 22:15,Private Cloud,Ledger Service,staging,westeurope,,140.5,135.3,5.155,98.3844,12.54,38.35,245.04,7.35,28.52,0,40.4,False,asynchrone,280.90999999999997
FIN-01806,2026-02-26 16:30,Private Cloud,Reconciliation Job,staging,westeurope,78693.0,236.2,272.2,0.375,99.7083,44.32,51.94,186.45,57.73,13.33,1,3.8,True,batch,257.51
FIN-01807,2026-02-13 10:30,Private Cloud,Auth Service,prod,eu-west-1,55467.0,213.3,269.8,2.444,99.6289,92.43,27.46,99.96,60.12,5.35,0,41.2,False,streaming,165.42999999999998
FIN-01808,2026-06-10 08:30,AWS,Notification Worker,dev,eu-central-1,55225.0,139.7,445.4,1.482,99.7999,58.64,84.58,74.24,11.61,14.35,0,117.9,True,synchrone,100.19999999999999
FIN-01809,2026-05-13 14:15,Private Cloud,Auth Service,staging,westeurope,88502.0,98.3,422.4,0.472,99.5038,35.88,75.97,171.28,11.96,21.27,0,20.3,True,batch,204.51000000000002
FIN-01810,2026-04-13 15:15,GCP,Reconciliation Job,dev,westeurope,50539.0,60.1,896.8,2.093,98.0168,16.18,50.49,58.88,7.59,5.51,0,13.8,False,asynchrone,71.98
FIN-01811,2026-02-24 17:45,GCP,API Payment,prod,eu-central-1,78159.0,230.7,173.7,0.334,97.3706,84.37,50.03,86.47,17.13,15.22,1,10.6,False,streaming,118.82
FIN-01812,2026-03-05 06:15,GCP,Kafka Events,dev,eu-central-1,60339.0,292.3,145.8,3.02,96.8584,50.55,40.05,,5.42,14.68,1,54.4,False,synchrone,112.93
FIN-01813,2026-05-01 07:45,AWS,Reconciliation Job,dev,francecentral,11146.0,199.8,409.2,0.484,96.8622,39.52,15.85,108.17,34.18,2.93,2,2.7,False,asynchrone,145.28
FIN-01814,2026-06-27 10:15,Azure,API Payment,prod,francecentral,79313.0,163.6,104.7,4.306,97.639,17.56,78.74,143.81,12.02,11.22,0,7.1,False,asynchrone,167.05
FIN-01815,2026-04-24 13:30,Private Cloud,Kafka Events,staging,westeurope,1285.0,171.9,541.2,3.826,97.4405,51.33,29.93,122.78,34.27,7.02,0,35.5,False,streaming,164.07000000000002
FIN-01816,2026-01-09 06:00,AWS,Risk Engine,staging,westeurope,49202.0,92.2,220.2,2.045,97.6513,62.63,39.2,171.26,55.6,20.99,1,42.8,False,synchrone,247.85
FIN-01817,2026-06-17 09:15,Azure,Reconciliation Job,staging,eu-west-1,45259.0,293.6,318.7,2.645,98.2742,8.07,68.51,208.02,11.77,16.36,0,14.1,False,streaming,236.15000000000003
FIN-01818,2026-03-27 08:15,AWS,API Payment,prod,eu-central-1,66380.0,376.3,683.9,3.434,96.8817,53.88,17.4,102.29,36.77,30.21,0,29.1,False,synchrone,169.27
FIN-01819,2026-06-23 11:15,AWS,Kafka Events,dev,francecentral,44116.0,142.2,511.9,2.562,99.7342,70.98,27.61,147.74,33.36,3.67,1,9.4,False,synchrone,184.77
FIN-01820,2026-05-24 06:30,GCP,Reconciliation Job,dev,eu-west-1,25967.0,443.1,516.4,4.682,99.3442,26.45,44.5,62.9,36.76,4.2,0,77.3,False,synchrone,103.86
FIN-01821,2026-05-29 19:00,AWS,Kafka Events,dev,eu-west-1,5623.0,132.9,19.5,3.25,97.9639,78.49,54.36,115.26,4.91,12.56,1,12.9,False,asynchrone,132.73
FIN-01822,2026-01-06 06:45,AWS,Reconciliation Job,dev,eu-west-1,82239.0,60.2,315.4,0.059,99.3941,50.25,51.53,179.01,33.82,3.74,0,35.7,False,batch,216.57
FIN-01823,2026-05-30 08:45,Azure,Auth Service,dev,eu-central-1,83616.0,601.5,358.7,3.902,98.5932,61.99,49.44,115.32,11.02,5.62,0,36.3,False,synchrone,131.95999999999998
FIN-01824,2026-01-05 10:00,Azure,Notification Worker,dev,westeurope,61356.0,144.9,241.7,0.703,97.0561,45.84,66.85,149.5,18.55,10.76,0,14.2,False,synchrone,178.81
FIN-01825,2026-01-29 20:15,GCP,Auth Service,prod,eu-central-1,3406.0,80.5,522.9,3.0,98.2586,53.67,38.2,88.4,13.02,37.6,0,64.7,False,streaming,139.02
FIN-01826,2026-06-05 14:00,Private Cloud,Auth Service,prod,eu-west-1,79787.0,254.7,281.5,1.77,98.7206,67.82,18.99,97.8,28.25,6.51,2,82.0,False,streaming,132.56
FIN-01827,2026-05-16 16:00,AWS,Auth Service,prod,westeurope,66261.0,18.0,515.4,8.628,99.5947,46.34,90.01,69.16,35.0,12.33,2,10.6,False,asynchrone,116.49
FIN-01828,2026-06-18 15:15,GCP,Kafka Events,staging,francecentral,17435.0,25.6,294.8,0.129,97.298,40.72,92.23,69.66,19.56,1.64,1,40.9,False,synchrone,90.86
FIN-01829,2026-03-03 16:45,Private Cloud,Notification Worker,staging,eu-west-1,86435.0,45.1,191.8,1.576,98.4908,,22.92,108.99,19.2,1.58,0,9.8,False,batch,129.77
FIN-01830,2026-06-02 17:45,GCP,Ledger Service,prod,westeurope,16072.0,195.6,169.7,11.277,97.9715,18.15,27.21,83.31,10.08,10.54,0,2.5,False,streaming,103.93
FIN-01831,2026-01-25 22:30,Azure,Notification Worker,staging,francecentral,5578.0,198.3,95.8,2.863,97.0312,79.9,43.9,102.5,21.58,8.14,1,19.4,False,batch,132.22
FIN-01832,2026-01-22 06:45,Azure,Notification Worker,staging,eu-west-1,24721.0,92.4,767.6,5.45,97.4123,61.32,41.85,191.85,11.93,29.9,0,53.6,False,asynchrone,233.68
FIN-01833,2026-03-31 12:30,Private Cloud,API Payment,staging,eu-central-1,19184.0,70.2,652.9,0.446,98.698,58.52,39.66,119.71,16.01,14.3,0,20.1,False,streaming,150.02
FIN-01834,2026-03-09 16:45,Private Cloud,Auth Service,dev,eu-west-1,8812.0,321.0,123.8,0.747,99.5308,34.24,30.95,78.82,19.97,6.98,0,13.9,True,streaming,105.77
FIN-01835,2026-03-25 16:00,Private Cloud,Reconciliation Job,dev,francecentral,62531.0,165.0,439.2,2.143,99.7069,18.37,86.75,62.95,11.48,13.45,0,7.1,False,batch,87.88000000000001
FIN-01836,2026-03-02 06:15,Azure,Auth Service,dev,francecentral,14383.0,195.5,785.2,1.05,99.8308,82.24,87.53,95.33,27.26,9.83,0,12.0,True,asynchrone,132.42000000000002
FIN-01837,2026-03-24 07:30,Azure,Risk Engine,prod,eu-west-1,16470.0,195.4,312.1,1.502,99.5391,9.87,89.37,176.35,37.86,6.2,0,22.4,False,streaming,220.40999999999997
FIN-01838,2026-06-20 17:45,Private Cloud,API Payment,dev,eu-central-1,18622.0,329.6,403.4,2.167,98.5249,16.79,65.02,134.6,9.56,5.32,1,49.8,False,streaming,149.48
FIN-01839,2026-05-19 17:30,GCP,Ledger Service,staging,eu-central-1,49820.0,163.4,,2.454,97.3229,48.99,88.08,110.96,14.01,16.02,0,45.4,False,synchrone,140.99
FIN-01840,2026-06-09 20:30,Private Cloud,Auth Service,prod,eu-west-1,23886.0,305.7,149.2,4.815,97.8087,28.94,31.34,61.64,23.1,12.23,0,55.8,False,batch,96.97000000000001
FIN-01841,2026-04-16 07:30,Private Cloud,Ledger Service,dev,francecentral,76729.0,37.7,219.7,1.318,99.8057,12.84,60.92,192.55,23.15,23.86,0,40.7,True,synchrone,239.56
FIN-01842,2026-01-03 14:00,Private Cloud,Auth Service,staging,eu-west-1,21246.0,273.3,275.4,0.894,98.6476,8.65,25.56,130.9,22.81,26.62,1,8.9,False,synchrone,180.33
FIN-01843,2026-03-14 08:00,AWS,Ledger Service,staging,francecentral,33549.0,351.1,286.6,0.937,97.963,53.15,86.87,52.55,23.77,24.14,2,38.5,False,streaming,100.46
FIN-01844,2026-06-14 10:30,GCP,Notification Worker,prod,eu-central-1,10402.0,129.3,308.9,0.471,98.7851,82.15,15.32,167.34,26.98,3.69,0,14.8,False,asynchrone,198.01
FIN-01845,2026-03-25 17:00,AWS,Reconciliation Job,staging,francecentral,8374.0,424.7,133.3,3.907,98.4629,82.48,21.83,56.11,7.28,16.27,1,56.6,False,synchrone,79.66
FIN-01846,2026-01-01 11:15,AWS,Reconciliation Job,staging,eu-central-1,49385.0,77.6,298.3,0.473,97.2541,43.01,74.12,53.95,25.53,11.37,0,40.4,False,batch,90.85000000000001
FIN-01847,2026-05-11 06:15,GCP,Auth Service,staging,eu-west-1,82938.0,416.3,352.0,2.218,96.891,95.55,77.11,102.23,17.94,26.66,1,19.0,False,batch,146.83
FIN-01848,2026-01-20 09:00,Private Cloud,Kafka Events,dev,eu-central-1,56613.0,50.0,,1.456,98.1072,18.3,71.4,140.22,19.61,15.24,1,29.0,False,asynchrone,175.07
FIN-01849,2026-02-12 22:00,AWS,Reconciliation Job,staging,eu-central-1,45505.0,49.1,174.5,0.378,99.4432,12.71,39.78,148.34,20.44,7.58,2,18.7,False,streaming,176.36
FIN-01850,2026-06-01 10:00,GCP,Ledger Service,prod,eu-west-1,20494.0,116.6,529.4,1.175,,14.08,47.99,57.13,28.67,16.57,0,20.8,False,batch,102.37
FIN-01851,2026-06-03 21:45,AWS,API Payment,staging,francecentral,60383.0,113.6,94.5,2.848,99.4046,56.06,49.08,77.37,26.55,24.04,0,24.8,False,batch,127.96000000000001
FIN-01852,2026-06-14 14:45,AWS,Ledger Service,staging,eu-west-1,28343.0,66.1,74.3,3.467,97.4984,,88.34,208.17,11.55,4.29,0,5.2,False,synchrone,224.01
FIN-01853,2026-05-20 13:45,GCP,Notification Worker,dev,eu-central-1,15752.0,130.6,860.2,1.212,99.5107,16.42,70.28,86.78,35.81,5.37,0,11.1,True,streaming,127.96000000000001
FIN-01854,2026-04-04 17:30,GCP,Ledger Service,staging,westeurope,27608.0,141.2,328.1,1.666,98.7912,37.36,35.35,81.63,43.86,6.42,0,49.9,False,synchrone,131.91
FIN-01855,2026-06-02 06:15,GCP,Ledger Service,dev,eu-central-1,27595.0,36.1,501.3,0.446,97.1588,67.17,37.44,106.45,22.59,18.01,0,24.2,False,batch,147.04999999999998
FIN-01856,2026-05-07 07:30,Azure,Ledger Service,prod,francecentral,31605.0,164.9,126.6,2.025,99.288,8.56,42.23,70.99,29.24,23.48,0,21.2,False,synchrone,123.71
FIN-01857,2026-04-12 08:30,AWS,Risk Engine,dev,eu-central-1,35260.0,143.8,158.3,2.738,97.2602,26.28,23.71,74.48,20.57,3.6,1,13.0,False,synchrone,98.65
FIN-01858,2026-04-17 21:45,Azure,Notification Worker,prod,francecentral,32364.0,286.1,298.3,2.329,98.8855,59.12,63.5,176.77,13.76,2.83,0,25.0,False,asynchrone,193.36
FIN-01859,2026-04-02 16:15,AWS,Kafka Events,staging,westeurope,36043.0,113.6,509.2,1.933,98.8223,21.62,21.78,126.88,24.09,5.97,0,2.3,False,asynchrone,156.94
FIN-01860,2026-03-19 07:15,GCP,API Payment,staging,westeurope,43478.0,155.3,267.8,3.24,97.4958,26.6,69.62,139.81,9.0,12.73,1,12.9,False,batch,161.54
